"","Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Quarter","Launch_Year","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Cache_Size","Cache_Type","Instruction_Set","TDP","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth"
"39","Pentium","Mobile","2030M","Launched",1,2013,"22 nm","$134.00 ",2,2,2500,7.6246189861594,"SmartCache","64-bit",35,32,"DDR3/L/-RS 1333/1600",2,25.6
"41","Pentium","Mobile","2129Y","Launched",1,2013,"22 nm","N/A",2,2,1100,7.6246189861594,"SmartCache","64-bit",10,32,"DDR3/L/-RS 1333/1600",2,25.6
"587","Atom","Mobile","Z2520","End of Interactive Support",2,2013,"32 nm","N/A",2,4,1200,6.93147180559945,"SmartCache","32-bit",10,2,"LPDDR2 1066",2,8.5
"588","Atom","Mobile","Z2560","End of Interactive Support",2,2013,"32 nm","N/A",2,4,1200,6.93147180559945,"SmartCache","32-bit",10,2,"LPDDR2 1066",2,8.5
"589","Atom","Mobile","Z2580","End of Interactive Support",2,2013,"32 nm","$22.00 ",2,4,1200,6.93147180559945,"SmartCache","32-bit",10,2,"LPDDR2 1066",2,8.5
"564","Atom","Server","S1269","Launched",2,2013,"32 nm","$80.00 ",2,4,1600,6.93147180559945,"Standard","64-bit",11.7,8,"DDR3 1333",1,5.85
"565","Atom","Server","S1279","Launched",2,2013,"32 nm","$103.00 ",2,4,1600,6.93147180559945,"Standard","64-bit",13.1,8,"DDR3 1333",1,5.85
"566","Atom","Server","S1289","Launched",2,2013,"32 nm","$120.00 ",2,4,2000,6.93147180559945,"Standard","64-bit",14.1,8,"DDR3 1333",1,5.85
"1865","Celeron","Mobile","1019Y","Launched",2,2013,"22 nm","N/A",2,2,1000,7.6246189861594,"Standard","64-bit",10,32,"DDR3/L/-RS 1333/1600",2,25.6
"1274","Core","Desktop","i5-4670","End of Life",2,2013,"22 nm","$213.00 - $224.00",4,4,3400,8.72323127482751,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1313","Core","Desktop","i7-4770T","End of Life",2,2013,"22 nm","$303.00 ",4,8,2500,9.01091334727929,"SmartCache","64-bit",45,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1314","Core","Desktop","i7-4770S","Launched",2,2013,"22 nm","$303.00 - $305.00",4,8,3100,9.01091334727929,"SmartCache","64-bit",65,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1315","Core","Desktop","i7-4770R","End of Life",2,2013,"22 nm","$358.00 ",4,8,3200,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"1316","Core","Desktop","i7-4770","End of Life",2,2013,"22 nm","$303.00 - $312.00",4,8,3400,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1317","Core","Desktop","i7-4765T","End of Life",2,2013,"22 nm","$303.00 ",4,8,2000,9.01091334727929,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1318","Core","Desktop","i7-4770K","End of Life",2,2013,"22 nm","$339.00 - $350.00",4,8,3500,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1372","Core","Desktop","i5-4430","End of Life",2,2013,"22 nm","$182.00 - $187.00",4,4,3000,8.72323127482751,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1375","Core","Desktop","i5-4430S","End of Life",2,2013,"22 nm","$182.00 ",4,4,2700,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1388","Core","Desktop","i5-4570T","End of Life",2,2013,"22 nm","$192.00 - $195.00",2,4,2900,8.31776616671934,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1389","Core","Desktop","i5-4570S","Launched",2,2013,"22 nm","$192.00 - $195.00",4,4,2900,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1390","Core","Desktop","i5-4570R","End of Life",2,2013,"22 nm","$255.00 ",4,4,2700,8.31776616671934,"SmartCache","64-bit",65,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"1391","Core","Desktop","i5-4570","End of Life",2,2013,"22 nm","$192.00 - $202.00",4,4,3200,8.72323127482751,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1396","Core","Desktop","i5-4670T","End of Life",2,2013,"22 nm","$213.00 ",4,4,2300,8.72323127482751,"SmartCache","64-bit",45,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1397","Core","Desktop","i5-4670R","End of Life",2,2013,"22 nm","$276.00 ",4,4,3000,8.31776616671934,"SmartCache","64-bit",65,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"1398","Core","Desktop","i5-4670S","End of Life",2,2013,"22 nm","$213.00 ",4,4,3100,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1399","Core","Desktop","i5-4670K","End of Life",2,2013,"22 nm","$242.00 - $243.00",4,4,3400,8.72323127482751,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1312","Core","Embedded","i7-4770TE","Launched",2,2013,"22 nm","$303.00 ",4,8,2300,9.01091334727929,"SmartCache","64-bit",45,32,"DDR3 1333/1600",2,25.6
"1334","Core","Embedded","i7-4700EQ","Launched",2,2013,"22 nm","$378.00 ",4,8,2400,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1387","Core","Embedded","i5-4570TE","Launched",2,2013,"22 nm","$192.00 ",2,4,2700,8.31776616671934,"SmartCache","64-bit",35,32,"DDR3 1333/1600",2,25.6
"447","Core","Mobile","i7-4930MX","Launched",2,2013,"22 nm","N/A",4,8,3000,9.01091334727929,"SmartCache","64-bit",57,32,"DDR3L 1333/1600",2,25.6
"1329","Core","Mobile","i7-4702MQ","Launched",2,2013,"22 nm","$378.00 ",4,8,2200,8.72323127482751,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1330","Core","Mobile","i7-4702HQ","Launched",2,2013,"22 nm","N/A",4,8,2200,8.72323127482751,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1332","Core","Mobile","i7-4700HQ","Launched",2,2013,"22 nm","$378.00 ",4,8,2400,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1333","Core","Mobile","i7-4700MQ","Launched",2,2013,"22 nm","$378.00 ",4,8,2400,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1340","Core","Mobile","i7-4800MQ","Launched",2,2013,"22 nm","$380.00 ",4,8,2700,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1345","Core","Mobile","i7-4900MQ","Launched",2,2013,"22 nm","$570.00 ",4,8,2800,9.01091334727929,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1727","Legacy","Desktop","i3-3245","End of Life",2,2013,"22 nm","$134.00 - $144.00",2,4,3400,8.03008409426756,"SmartCache","64-bit",55,32,"DDR3 1333/1600",2,25.6
"1729","Legacy","Desktop","i3-3250","Launched",2,2013,"22 nm","$117.00 ",2,4,3500,8.03008409426756,"SmartCache","64-bit",55,32,"DDR3 1333/1600",2,25.6
"1731","Legacy","Desktop","i3-3250T","Launched",2,2013,"22 nm","$117.00 ",2,4,3000,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3 1333/1600",2,25.6
"2035","Legacy","Desktop","G470","Launched",2,2013,"32 nm","$37.00 ",1,2,2000,7.33693691370762,"SmartCache","64-bit",35,32,"DDR3 1066/1333",2,17
"1815","Pentium","Desktop","G2030","Launched",2,2013,"22 nm","$64.00 ",2,2,3000,8.03008409426756,"SmartCache","64-bit",55,32,"DDR3 1333/1600",2,21
"1817","Pentium","Desktop","G2030T","Launched",2,2013,"22 nm","$64.00 ",2,2,2600,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3 1333/1600",2,21
"1820","Pentium","Desktop","G2120T","End of Life",2,2013,"22 nm","N/A",2,2,2700,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3 1333/1600",2,25.6
"1822","Pentium","Desktop","G2140","End of Life",2,2013,"22 nm","$93.00 ",2,2,3300,8.03008409426756,"SmartCache","64-bit",55,32,"DDR3 1333/1600",2,25.6
"911","Xeon","Embedded","E3-1268LV3","Launched",2,2013,"22 nm","$377.00 ",4,8,2300,9.01091334727929,"SmartCache","64-bit",45,32,"DDR3 1333/1600",2,25.6
"666","Xeon","Server","3120A","End of Life",2,2013,"22 nm","N/A",57,114,1100,10.2813758928741,"L2","64-bit",300,6,"",12,240
"667","Xeon","Server","3120P","End of Life",2,2013,"22 nm","N/A",57,114,1100,10.2813758928741,"L2","64-bit",300,6,"",12,240
"672","Xeon","Server","E3-1220 v3","Launched",2,2013,"22 nm","$193.00 - $203.00",4,4,3100,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"899","Xeon","Server","E3-1225V3","Launched",2,2013,"22 nm","$213.00 - $224.00",4,4,3200,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"900","Xeon","Server","E3-1230 v3","End of Life",2,2013,"22 nm","$240.00 - $250.00",4,8,3300,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"901","Xeon","Server","E3-1230Lv3","Launched",2,2013,"22 nm","$250.00 ",4,8,1800,9.01091334727929,"SmartCache","64-bit",25,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"903","Xeon","Server","E3-1240 v3","End of Life",2,2013,"22 nm","$262.00 - $273.00",4,8,3400,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"906","Xeon","Server","E3-1245 v3","End of Life",2,2013,"22 nm","$276.00 - $287.00",4,8,3400,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"908","Xeon","Server","E3-1275 v3","End of Life",2,2013,"22 nm","$339.00 - $350.00",4,8,3500,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"909","Xeon","Server","E3-1265Lv3","Launched",2,2013,"22 nm","$294.00 ",4,8,2500,9.01091334727929,"SmartCache","64-bit",45,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"912","Xeon","Server","E3-1270 v3","End of Life",2,2013,"22 nm","$328.00 - $339.00",4,8,3500,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"914","Xeon","Server","E3-1280 v3","End of Life",2,2013,"22 nm","$612.00 ",4,8,3600,9.01091334727929,"SmartCache","64-bit",82,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"917","Xeon","Server","E3-1285 v3","End of Life",2,2013,"22 nm","$662.00 ",4,8,3600,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"918","Xeon","Server","E3-1285Lv3","End of Life",2,2013,"22 nm","N/A",4,8,3100,9.01091334727929,"SmartCache","64-bit",65,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"1244","Xeon","Server","5120D","End of Life",2,2013,"22 nm","N/A",60,120,1050,10.3326691872616,"L2","64-bit",245,8,"",16,352
"1245","Xeon","Server","7120X","End of Life",2,2013,"22 nm","N/A",61,122,1240,10.3491984892128,"L2","64-bit",300,16,"",16,352
"1246","Xeon","Server","7120P","End of Life",2,2013,"22 nm","N/A",61,122,1240,10.3491984892128,"L2","64-bit",300,16,"",16,352
"529","Atom","Embedded","C2338","Launched",3,2013,"22 nm","$60.00 ",2,2,1700,6.93147180559945,"Standard","64-bit",7,16,"DDR3/DDR3L 1333",1,5.85
"530","Atom","Embedded","C2358","Launched",3,2013,"22 nm","$60.00 ",2,2,1700,6.93147180559945,"Standard","64-bit",7,16,"DDR3/DDR3L 1333",1,5.85
"532","Atom","Embedded","C2518","Launched",3,2013,"22 nm","$91.00 ",4,4,1700,7.6246189861594,"Standard","64-bit",13,32,"DDR3/DDR3L 1333",2,25.6
"533","Atom","Embedded","C2538","Launched",3,2013,"22 nm","$104.00 ",4,4,2400,7.6246189861594,"Standard","64-bit",15,64,"DDR3/DDR3L 1600",2,25.6
"534","Atom","Embedded","C2558","Launched",3,2013,"22 nm","$104.00 ",4,4,2400,7.6246189861594,"Standard","64-bit",15,64,"DDR3/DDR3L 1600",2,25.6
"535","Atom","Embedded","C2718","Launched",3,2013,"22 nm","$182.00 ",8,8,2000,8.31776616671934,"Standard","64-bit",18,32,"DDR3/DDR3L 1333",2,25.6
"536","Atom","Embedded","C2758","Launched",3,2013,"22 nm","$208.00 ",8,8,2400,8.31776616671934,"Standard","64-bit",20,64,"DDR3/DDR3L 1600",2,25.6
"537","Atom","Embedded","C2738","Launched",3,2013,"22 nm","$208.00 ",8,8,2400,8.31776616671934,"Standard","64-bit",20,64,"DDR3/DDR3L 1600",2,25.6
"604","Atom","Mobile","Z3740","End of Interactive Support",3,2013,"22 nm","N/A",4,4,1330,7.6246189861594,"L2","64-bit",47,4,"LPDDR3 1066",2,17.1
"605","Atom","Mobile","Z3740D","End of Interactive Support",3,2013,"22 nm","N/A",4,4,1330,7.6246189861594,"L2","64-bit",47,2,"DDR3L-RS 1333",1,10.6
"608","Atom","Mobile","Z3770","End of Interactive Support",3,2013,"22 nm","N/A",4,4,1460,7.6246189861594,"L2","64-bit",47,4,"LPDDR3 1066",2,17.1
"610","Atom","Mobile","Z3770D","End of Interactive Support",3,2013,"22 nm","$37.00 ",4,4,1500,7.6246189861594,"L2","64-bit",47,2,"DDR3L-RS 1333",1,10.6
"522","Atom","Server","C2350","Launched",3,2013,"22 nm","$43.00 ",2,2,1700,6.93147180559945,"Standard","64-bit",6,16,"DDR3/DDR3L 1333",1,10.7
"524","Atom","Server","C2530","Launched",3,2013,"22 nm","$70.00 ",4,4,1700,7.6246189861594,"Standard","64-bit",9,32,"DDR3/DDR3L 1333",2,21.3
"525","Atom","Server","C2550","Launched",3,2013,"22 nm","$86.00 ",4,4,2400,7.6246189861594,"Standard","64-bit",14,64,"DDR3/DDR3L 1600",2,25.6
"526","Atom","Server","C2730","Launched",3,2013,"22 nm","$150.00 ",8,8,1700,8.31776616671934,"Standard","64-bit",12,32,"DDR3/DDR3L 1600",2,25.6
"527","Atom","Server","C2750","Launched",3,2013,"22 nm","$171.00 ",8,8,2400,8.31776616671934,"Standard","64-bit",20,64,"DDR3/DDR3L 1600",2,25.6
"8","Celeron","Desktop","J1750","Launched",3,2013,"22 nm","N/A",2,2,2410,6.93147180559945,"L2","64-bit",10,8,"DDR3L 1333",2,25.6
"368","Celeron","Desktop","G1620T","Launched",3,2013,"22 nm","$42.00 ",2,2,2400,7.6246189861594,"SmartCache","64-bit",35,32,"DDR3 1333",2,21
"370","Celeron","Desktop","G1630","End of Life",3,2013,"22 nm","$52.00 ",2,2,2800,7.6246189861594,"SmartCache","64-bit",55,32,"DDR3 1333",2,21
"390","Celeron","Desktop","J1850","Launched",3,2013,"22 nm","N/A",4,4,2000,7.6246189861594,"L2","64-bit",10,8,"DDR3L 1333",2,25.6
"7","Celeron","Mobile","N2805","Launched",3,2013,"22 nm","N/A",2,2,1460,6.93147180559945,"Standard","64-bit",4.3,4,"DDR3L 1066",1,5.85
"398","Celeron","Mobile","N2810","Launched",3,2013,"22 nm","N/A",2,2,2000,6.93147180559945,"Standard","64-bit",7.5,8,"DDR3L 1066",2,25.6
"403","Celeron","Mobile","N2910","Launched",3,2013,"22 nm","N/A",4,4,1600,7.6246189861594,"Standard","64-bit",7.5,8.79,"DDR3L 1066",2,25.6
"1856","Celeron","Mobile","2955U","Launched",3,2013,"22 nm","$107.00 ",2,2,1400,7.6246189861594,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1860","Celeron","Mobile","2980U","Launched",3,2013,"22 nm","$107.00 ",2,2,1600,7.6246189861594,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1862","Celeron","Mobile","1005M","Launched",3,2013,"22 nm","$75.00 ",2,2,1900,7.6246189861594,"Standard","64-bit",35,32,"DDR3/L/-RS 1333/1600	",2,25.6
"1864","Celeron","Mobile","1017U","Launched",3,2013,"22 nm","$75.00 ",2,2,1600,7.6246189861594,"Standard","64-bit",17,32,"DDR3/L/-RS 1333/1600	",2,25.6
"446","Core","Desktop","i7-4820K","End of Life",3,2013,"22 nm","$332.00 ",4,8,3700,9.2340568985935,"SmartCache","64-bit",130,64,"DDR3 1333/1600/1866",4,59.7
"448","Core","Desktop","i7-4930K","End of Life",3,2013,"22 nm","$594.00 ",6,12,3400,9.41637845538745,"SmartCache","64-bit",130,64,"DDR3 1333/1600/1866",4,59.7
"450","Core","Desktop","i7-4960X","End of Life",3,2013,"22 nm","$1,059.00 ",6,12,3600,9.63952200670166,"SmartCache","64-bit",130,64,"DDR3 1333/1600/1866",4,59.7
"1311","Core","Desktop","i7-4771","End of Life",3,2013,"22 nm","$314.00 - $320.00",4,8,3500,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1373","Core","Desktop","i5-4440","End of Life",3,2013,"22 nm","$182.00 - $187.00",4,4,3100,8.72323127482751,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1374","Core","Desktop","i5-4440S","End of Life",3,2013,"22 nm","$182.00 - $187.00",4,4,2800,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1454","Core","Desktop","i3-4130","End of Life",3,2013,"22 nm","$117.00 ",2,4,3400,8.03008409426756,"SmartCache","64-bit",54,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1456","Core","Desktop","i3-4130T","End of Life",3,2013,"22 nm","$117.00 ",2,4,2900,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1501","Core","Desktop","i3-4340","End of Life",3,2013,"22 nm","$149.00 - $157.00",2,4,3600,8.31776616671934,"SmartCache","64-bit",54,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1504","Core","Desktop","i3-4330T","End of Life",3,2013,"22 nm","$138.00 ",2,4,3000,8.31776616671934,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1530","Core","Desktop","i3-4330","Launched",3,2013,"22 nm","$138.00 - $147.00",2,4,3500,8.31776616671934,"SmartCache","64-bit",54,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1379","Core","Embedded","i5-4400E","Launched",3,2013,"22 nm","$266.00 ",2,4,2700,8.03008409426756,"SmartCache","64-bit",37,16,"DDR3L 1333/1600",2,25.6
"1380","Core","Embedded","i5-4402E","Launched",3,2013,"22 nm","$266.00 ",2,4,1600,8.03008409426756,"SmartCache","64-bit",25,16,"DDR3L 1333/1600",2,25.6
"1491","Core","Embedded","i3-4102E","Launched",3,2013,"22 nm","$225.00 ",2,4,1600,8.03008409426756,"SmartCache","64-bit",25,16,"DDR3L 1333/1600",2,25.6
"1494","Core","Embedded","i3-4100E","Launched",3,2013,"22 nm","$225.00 ",2,4,2400,8.03008409426756,"SmartCache","64-bit",37,16,"DDR3L 1333/1600",2,25.6
"1502","Core","Embedded","i3-4330TE","Launched",3,2013,"22 nm","$122.00 ",2,4,2400,8.31776616671934,"SmartCache","64-bit",35,32,"DDR3 1333/1600",2,25.6
"1298","Core","Mobile","i7-4558U","Launched",3,2013,"22 nm","$426.00 ",2,4,2800,8.31776616671934,"SmartCache","64-bit",28,16,"DDR3L 1333/1600",2,25.6
"1299","Core","Mobile","i7-4550U","Launched",3,2013,"22 nm","$426.00 ",2,4,1500,8.31776616671934,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1301","Core","Mobile","i7-4500U","Launched",3,2013,"22 nm","$393.00 ",2,4,1800,8.31776616671934,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1302","Core","Mobile","i7-4650U","Launched",3,2013,"22 nm","$426.00 ",2,4,1700,8.31776616671934,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1303","Core","Mobile","i7-4610Y","Launched",3,2013,"22 nm","$393.00 ",2,4,1700,8.31776616671934,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1305","Core","Mobile","i7-4600U","Launched",3,2013,"22 nm","$393.00 ",2,4,2100,8.31776616671934,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1322","Core","Mobile","i7-4750HQ","Launched",3,2013,"22 nm","$434.00 ",4,8,2000,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1338","Core","Mobile","i7-4850HQ","Launched",3,2013,"22 nm","$434.00 ",4,8,2300,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1343","Core","Mobile","i7-4950HQ","Launched",3,2013,"22 nm","$623.00 ",4,8,2400,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1346","Core","Mobile","i5-4288U","Launched",3,2013,"22 nm","$315.00 ",2,4,2600,8.03008409426756,"SmartCache","64-bit",28,16,"DDR3L 1333/1600",2,25.6
"1349","Core","Mobile","i5-4258U","Launched",3,2013,"22 nm","$315.00 ",2,4,2400,8.03008409426756,"SmartCache","64-bit",28,16,"DDR3L 1333/1600",2,25.6
"1350","Core","Mobile","i5-4250U","Launched",3,2013,"22 nm","$315.00 ",2,4,1300,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1352","Core","Mobile","i5-4210Y","Launched",3,2013,"22 nm","$281.00 ",2,4,1500,8.03008409426756,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1356","Core","Mobile","i5-4202Y","Launched",3,2013,"22 nm","$281.00 ",2,4,1600,8.03008409426756,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1357","Core","Mobile","i5-4200Y","Launched",3,2013,"22 nm","$281.00 ",2,4,1400,8.03008409426756,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1358","Core","Mobile","i5-4200U","Launched",3,2013,"22 nm","$281.00 ",2,4,1600,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1362","Core","Mobile","i5-4350U","Launched",3,2013,"22 nm","$315.00 ",2,4,1400,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1368","Core","Mobile","i5-4302Y","Launched",3,2013,"22 nm","N/A",2,4,1600,8.03008409426756,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1369","Core","Mobile","i5-4300Y","Launched",3,2013,"22 nm","$281.00 ",2,4,1600,8.03008409426756,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1370","Core","Mobile","i5-4300U","Launched",3,2013,"22 nm","$281.00 ",2,4,1900,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1448","Core","Mobile","i3-4020Y","Launched",3,2013,"22 nm","$281.00 ",2,4,1500,8.03008409426756,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1449","Core","Mobile","i3-4012Y","Launched",3,2013,"22 nm","$281.00 ",2,4,1500,8.03008409426756,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1450","Core","Mobile","i3-4010Y","Launched",3,2013,"22 nm","$281.00 ",2,4,1300,8.03008409426756,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1451","Core","Mobile","i3-4010U","Launched",3,2013,"22 nm","$281.00 ",2,4,1700,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1452","Core","Mobile","i3-4005U","Launched",3,2013,"22 nm","$275.00 ",2,4,1700,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1486","Core","Mobile","i3-4158U","Launched",3,2013,"22 nm","$315.00 ",2,4,2000,8.03008409426756,"SmartCache","64-bit",28,16,"DDR3L 1333/1600",2,25.6
"1493","Core","Mobile","i3-4100U","Launched",3,2013,"22 nm","$281.00 ",2,4,1800,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1741","Legacy","Desktop","i5-3340","End of Life",3,2013,"22 nm","$182.00 - $187.00",4,4,3100,8.72323127482751,"SmartCache","64-bit",77,32,"DDR3 1333/1600",2,25.6
"1742","Legacy","Desktop","i5-3340S","End of Life",3,2013,"22 nm","$182.00 - $187.00",4,4,2800,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3 1333/1600",2,25.6
"1714","Legacy","Embedded","i3-3115C","Launched",3,2013,"22 nm","$293.00 ",2,4,2500,8.31776616671934,"L3","64-bit",25,32,"DDR3/DDR3L 1066/1333",2,21.3
"17","Pentium","Desktop","J2850","Launched",3,2013,"22 nm","$94.00 ",4,4,2410,7.6246189861594,"L2","64-bit",10,8,"DDR3L 1333",2,25.6
"1834","Pentium","Desktop","G3220","End of Life",3,2013,"22 nm","$54.00 - $64.00",2,2,3000,8.03008409426756,"SmartCache","64-bit",53,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"1836","Pentium","Desktop","G3220T","End of Life",3,2013,"22 nm","$64.00 ",2,2,2600,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"1844","Pentium","Desktop","G3420","Launched",3,2013,"22 nm","$75.00 - $82.00",2,2,3200,8.03008409426756,"SmartCache","64-bit",53,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
